gene,composite_rank,decile,stratum,batch_no
AP1B1,5294.5,1,1,4
ACTB,3506.5,1,1,4
NASP,3818.5,1,1,4
OXA1L,4305.5,1,1,4
OR8B8,6322.5,1,1,4
TAS2R42,6194.5,1,1,4
TMEM207,4044.5,1,1,4
ARPC3,5812.5,1,1,4
C11orf53,6740.5,1,1,4
RBSN,5999.5,1,1,4
NUP43,4221.5,1,1,5
GRM4,4437.5,1,1,5
NACC1,6073.5,1,1,5
ZNF644,4381.0,1,1,5
GPR1,3730.5,1,1,5
FAM76B,3671.5,1,1,5
PPM1E,6379.5,1,1,5
MALT1,4303.5,1,1,5
SCG5,5887.5,1,1,5
DEFB130,5701.5,1,1,5
STIM2,4871.5,1,1,5
PCNP,3728.5,1,1,5
C1orf54,6629.5,1,1,5
GYLTL1B,5447.5,1,1,5
OR6M1,6114.5,1,1,5
ZNF572,4219.5,1,1,5
TRPM4,6261.5,1,1,5
ZMAT2,6629.5,1,1,5
RTFDC1,4898.5,1,1,5
HAMP,5330.5,1,1,5
KNDC1,6196.5,1,1,5
CDHR2,6489.5,1,1,5
CYB5B,6035.5,1,1,5
ARL14EPL,4182.5,1,1,5
OR2A12,6629.5,1,1,5
SHF,6435.5,1,1,5
SLC7A6OS,4035.5,1,1,5
UBR3,4254.5,1,1,5
CLDN4,3474.5,1,1,5
LSM12,4910.0,1,1,5
SCFD2,5945.5,1,1,5
MRPL57,3720.5,1,1,5
NKAP,3556.0,1,1,5
COPZ1,6452.5,1,1,5
ARSE,3842.5,1,1,5
JUN,6005.5,1,1,5
IMPAD1,5540.5,1,1,5
MAEA,3556.5,1,1,5
IRF1,4471.0,1,1,5
BAK1,3533.5,1,1,5
ARF1,4079.5,1,1,5
OLFML2A,4669.5,1,1,5
DNAJC24,3455.5,1,1,5
FTH1P18,4054.5,1,1,5
SPATA31C1,3645.5,1,1,5
CMKLR1,3407.5,1,1,5
OR2AE1,5527.0,1,1,5
EIF1AX,5664.5,1,1,5
PKP2,5533.5,1,1,5
CDC42,4896.5,1,1,5
MYH9,3482.5,1,1,5
GEMIN7,3584.5,1,1,5
DLG4,3841.5,1,1,5
U2AF1,3557.5,1,1,5
GPX6,3813.5,1,1,5
KCNJ3,4633.5,1,1,5
KRT6C,5764.5,1,1,5
ZBTB7C,3566.5,1,1,5
CFAP52,3957.5,1,1,5
SEC14L4,6328.5,1,1,5
PNKP,6173.5,1,1,6
ATL1,3630.5,1,1,6
GPR83,6489.5,1,1,6
TEX15,3824.5,1,1,6
CDCA5,4301.5,1,1,6
DLX2,5646.5,1,1,6
RANBP9,6337.5,1,1,6
ALG3,3905.5,1,1,6
ATP2B2,4252.5,1,1,6
NAA40,4699.0,1,1,6
SEC63,5497.5,1,1,6
WTAP,4948.5,1,1,6
TRNAU1AP,3651.5,1,1,6
GIMAP8,5586.0,1,1,6
UBL5,6453.5,1,1,6
PSAP,3480.5,1,1,6
SCX,5177.5,1,1,6
ALG5,3602.5,1,1,6
APOBEC2,4599.0,1,1,6
ANP32A,4677.0,1,1,6
AGFG1,4555.5,1,1,6
LSM14A,4903.5,1,1,6
ZSCAN23,5685.5,1,1,6
PARVB,3526.5,1,1,6
MED23,3589.5,1,1,6
ZNF740,3825.5,1,1,6
PRR23A,3535.5,1,1,6
LOC100289561,5334.5,1,1,6
CAMK1D,4859.5,1,1,6
COPRS,3447.5,1,1,6
S100A16,4922.5,1,1,6
KRTAP19-7,5476.5,1,1,6
HIC1,3558.5,1,1,6
CCT5,3562.5,1,1,6
CEP85,4021.5,1,1,6
GDAP2,5618.5,1,1,6
BRPF3,6484.5,1,1,6
GZMK,4538.0,1,1,6
THAP7,5988.5,1,1,6
NINJ1,4503.5,1,1,6
ARR3,5147.5,1,1,6
GMNN,4611.5,1,1,6
MEF2D,4689.5,1,1,6
FBXO43,5596.0,1,1,6
DYNLRB2,3847.5,1,1,6
OR13C5,5310.5,1,1,6
KIAA0355,3893.5,1,1,6
IRF2BP1,3632.5,1,1,6
OLFM1,4615.5,1,1,6
SYNGR3,5129.5,1,1,6
CCDC34,6659.5,1,1,6
PAGE2B,4483.5,1,1,6
LINGO3,6483.5,1,1,6
C12orf80,5887.5,1,1,6
ADAMTS6,5766.5,1,1,6
CBFA2T3,4879.5,1,1,6
TNFRSF14,4812.5,1,1,6
ZFP62,4612.5,1,1,6
FUT5,4529.5,1,1,6
MLANA,5932.5,1,1,6
MAP4K4,6744.5,1,1,7
LAPTM4B,4074.5,1,1,7
TSTD3,4693.5,1,1,7
PSD4,4684.5,1,1,7
SSH1,4704.5,1,1,7
PLCXD3,5271.0,1,1,7
HIST1H4L,4079.0,1,1,7
SEMA3G,6078.5,1,1,7
HMGB2,5615.5,1,1,7
POLR2J3,4797.5,1,1,7
ASAP2,5973.5,1,1,7
IGFBP5,5342.5,1,1,7
NPTXR,5271.0,1,1,7
C19orf40,5886.5,1,1,7
CMTR1,3546.5,1,1,7
NCOA2,5893.5,1,1,7
CHRM4,5429.5,1,1,7
TMEM129,4414.5,1,1,7
C9orf50,5778.5,1,1,7
TMIGD2,6591.5,1,1,7
SERPINA1,4303.5,1,1,7
SENP1,3404.5,1,1,7
MSMP,5994.5,1,1,7
RPL10L,6582.5,1,1,7
ASAH2B,3665.5,1,1,7
YIF1B,4225.5,1,1,7
RAB36,6730.5,1,1,7
CA11,6411.5,1,1,7
PLRG1,3559.0,1,1,7
PLK5,5399.0,1,1,7
USP10,4398.5,1,1,7
PRKCZ,4574.5,1,1,7
DLST,3539.5,1,1,7
CD52,5236.0,1,1,7
TRMT1,5434.5,1,1,7
MRPS18A,4202.5,1,1,7
MED7,4344.5,1,1,7
GIGYF2,4778.5,1,1,7
DCAF16,6714.5,1,1,7
WDR73,3521.5,1,1,7
TMEM55A,5038.5,1,1,7
HDAC6,3412.5,1,1,7
RANBP3,3656.5,1,1,7
LOC102724862,5493.5,1,1,7
WDR81,4597.5,1,1,7
ADGRG5,6657.5,1,1,7
ZNF276,5170.5,1,1,7
FAM86C1,4275.5,1,1,7
SLC44A2,4966.5,1,1,7
L3MBTL3,4232.5,1,1,7
ZBTB21,3601.5,1,1,7
MRM1,6127.5,1,1,7
CCL21,5538.0,1,1,7
PSMC1,5182.5,1,1,7
LRP12,4782.5,1,1,7
API5,6413.5,1,1,7
PACSIN1,4956.5,1,1,7
KIAA1045,6560.5,1,1,7
BRINP3,4592.0,1,1,7
THBS4,4326.5,1,1,7
ICT1,3655.5,1,1,8
UBTFL1,5316.0,1,1,8
ZP1,5529.5,1,1,8
RCAN3,3622.5,1,1,8
CTSS,4952.0,1,1,8
TRIM46,5539.5,1,1,8
FAM131B,4156.5,1,1,8
FRMD1,6212.0,1,1,8
TRIM11,3432.5,1,1,8
YRDC,4134.5,1,1,8
DCUN1D1,4573.5,1,1,8
GRHL2,3902.5,1,1,8
F8A3,5741.5,1,1,8
CLASRP,4100.5,1,1,8
PTPRCAP,6001.5,1,1,8
ERI3,5685.5,1,1,8
GNPTAB,5220.5,1,1,8
AOC2,3503.5,1,1,8
PTGES2,5300.5,1,1,8
NFATC1,3620.5,1,1,8
HGC6.3,4008.5,1,1,8
USP14,6441.5,1,1,8
ZFR,4127.5,1,1,8
TET1,6603.0,1,1,8
AP4S1,6659.5,1,1,8
DYRK3,5191.5,1,1,8
SSH2,4352.5,1,1,8
GAB3,5184.5,1,1,8
BMP1,4063.5,1,1,8
NDUFV3,6601.5,1,1,8
APOA5,3625.0,1,1,8
KIAA1804,5109.0,1,1,8
ZNF226,6616.5,1,1,8
SLA2,4530.0,1,1,8
PRKD2,6449.5,1,1,8
ZKSCAN2,5054.5,1,1,8
NRXN2,6470.5,1,1,8
HSP90B1,3903.5,1,1,8
PPAT,5848.5,1,1,8
RBFOX1,4111.5,1,1,8
FKBP5,4649.5,1,1,8
MRPS27,3900.0,1,1,8
TRA2A,5024.5,1,1,8
CSTF2,3741.5,1,1,8
COG4,5314.5,1,1,8
CRP,5687.5,1,1,8
DBF4,4517.0,1,1,8
KIAA2018,5815.5,1,1,8
GRTP1,4642.5,1,1,8
FAM166A,3805.5,1,1,8
CCDC134,4067.5,1,1,8
TBX15,5617.5,1,1,8
ATP6V0B,5566.5,1,1,8
DTNBP1,4133.5,1,1,8
UGCG,3407.5,1,1,8
PRSS58,5339.5,1,1,8
PRDM13,5522.5,1,1,8
KCTD21,4648.5,1,1,8
TMIGD1,5871.5,1,1,8
ZC3H10,4253.5,1,1,8
ZHX3,6254.0,1,1,9
GTF2H1,6411.5,1,1,9
PSIP1,3406.5,1,1,9
STRA13,5848.0,1,1,9
ODC1,5855.5,1,1,9
CRAT,5869.5,1,1,9
LAMTOR2,4557.0,1,1,9
SS18L2,3489.5,1,1,9
SUZ12,4737.5,1,1,9
NELFB,4877.5,1,1,9
ATP13A2,6735.5,1,1,9
TIPIN,5602.5,1,1,9
BRF1,4825.5,1,1,9
MRPL38,4953.5,1,1,9
TATDN2,3559.5,1,1,9
CEPT1,3594.5,1,1,9
HNRNPD,4741.0,1,1,9
GCSAM,6564.5,1,1,9
ANO10,4182.0,1,1,9
VPS37D,5613.5,1,1,9
SLC9A5,6554.5,1,1,9
OR6C1,4804.5,1,1,9
SPHKAP,3718.5,1,1,9
FSHB,6636.5,1,1,9
PPIE,6352.5,1,1,9
LRMP,4919.5,1,1,9
KCND1,3458.5,1,1,9
MYDGF,4714.5,1,1,9
DZANK1,3985.5,1,1,9
PTCHD4,3691.5,1,1,9
FLYWCH2,5094.5,1,1,9
PDIK1L,4511.0,1,1,9
DEFA5,5279.5,1,1,9
WT1,5084.5,1,1,9
RAD51D,3484.5,1,1,9
VPS36,3452.5,1,1,9
ISLR,4187.5,1,1,9
IL33,6725.5,1,1,9
SLC11A2,4737.5,1,1,9
PDLIM1,5607.5,1,1,9
NUPL2,4811.5,1,1,9
NUTM2F,5432.5,1,1,9
C1QC,5143.0,1,1,9
SRP14,4998.5,1,1,9
TESK2,5229.5,1,1,9
THOC6,5387.5,1,1,9
DCTN2,6592.5,1,1,9
LIPT1,6450.5,1,1,9
ZNF814,5007.5,1,1,9
RMND5A,5108.5,1,1,9
SRF,5688.5,1,1,9
KLF10,6094.5,1,1,9
KRTAP6-2,5165.0,1,1,9
B3GNT3,5928.5,1,1,9
DIS3L2,6636.0,1,1,9
PAH,5296.5,1,1,9
PGBD5,6411.5,1,1,9
EVA1A,6037.5,1,1,9
PIGP,3520.5,1,1,9
PUS1,4135.5,1,1,9
GJA1,5253.0,1,1,10
GGT5,4342.5,1,1,10
MPI,6656.0,1,1,10
DHDH,3995.5,1,1,10
DNASE2B,4338.5,1,1,10
RPUSD4,6669.5,1,1,10
FOXM1,4255.5,1,1,10
VAC14,4347.5,1,1,10
ABHD2,4239.5,1,1,10
STAM2,5292.5,1,1,10
KCNJ14,6627.5,1,1,10
YDJC,3476.5,1,1,10
SRSF9,5516.5,1,1,10
PCSK1,4866.5,1,1,10
PIGT,3657.5,1,1,10
JAK3,5111.5,1,1,10
SCG3,4610.5,1,1,10
OR6T1,4741.0,1,1,10
CLINT1,6509.5,1,1,10
CPN2,4979.5,1,1,10
HRH4,3939.5,1,1,10
MDM2,4037.5,1,1,10
OARD1,3872.5,1,1,10
C2orf73,4719.5,1,1,10
DCTN3,4687.0,1,1,10
TECPR2,5093.5,1,1,10
SLC7A9,5793.5,1,1,10
MAML2,3641.5,1,1,10
AR,4624.5,1,1,10
BMP8A,5592.5,1,1,10
EIF2B5,3689.5,1,1,10
LOC100996693,5621.0,1,1,10
ZNF771,3670.5,1,1,10
YME1L1,5605.5,1,1,10
TENM3,4141.5,1,1,10
IDI1,3442.5,1,1,10
ALG9,4278.5,1,1,10
VMP1,3545.5,1,1,10
PEX6,5413.5,1,1,10
ZMYM6,6675.5,1,1,10
TRPV4,6359.0,1,1,10
COL4A3,4912.5,1,1,10
DUSP13,6657.5,1,1,10
SOX1,3883.5,1,1,10
C11orf74,4684.5,1,1,10
ZCCHC13,3910.5,1,1,10
TLN1,3439.5,1,1,10
ZFY,5549.5,1,1,10
UPF3B,4120.5,1,1,10
EVI2B,4528.0,1,1,10
POR,3999.5,1,1,10
RNMT,4120.5,1,1,10
SMARCC2,4914.5,1,1,10
HNRNPR,4438.5,1,1,10
TNNI3,3698.5,1,1,10
LYZL6,6437.5,1,1,10
MRPS16,6728.5,1,1,10
OR1G1,6313.5,1,1,10
COL4A3BP,6386.5,1,1,10
EMC4,6195.5,1,1,10
CHD9,7998.5,2,2,1
PCDHA3,7728.5,2,2,1
FOXO3,8482.5,2,2,1
UCHL5,8990.5,2,2,1
EGF,9431.5,2,2,1
ATP7A,8070.5,2,2,1
OGFOD3,9185.5,2,2,1
TSC2,9397.5,2,2,1
KCNQ4,7837.5,2,2,1
BATF3,7866.5,2,2,1
VIT,8834.5,2,2,1
NADK,9070.5,2,2,1
MED15,8116.5,2,2,1
POLR3A,9416.5,2,2,1
C8orf76,8477.5,2,2,1
LRRC41,8044.5,2,2,1
MFNG,7115.5,2,2,1
LYRM4,8939.5,2,2,1
HIST1H2AM,8319.5,2,2,1
WASH1,7561.5,2,2,1
PRRX1,9282.5,2,2,1
SMYD3,7005.5,2,2,1
SSC5D,7271.5,2,2,1
LOC388849,6854.5,2,2,1
TBC1D3C,9128.5,2,2,1
TMPRSS7,7551.5,2,2,1
EIF3A,7570.5,2,2,1
RSU1,9369.5,2,2,1
RTEL1,9246.5,2,2,1
INTS7,7068.5,2,2,1
RPL19,8645.5,2,2,1
SHARPIN,8910.5,2,2,1
EGR4,8682.5,2,2,1
STK40,8423.5,2,2,1
FAM45A,8380.5,2,2,1
CREBRF,7324.5,2,2,1
CDK5R1,7098.5,2,2,1
IL10RA,6950.5,2,2,1
POLN,9337.5,2,2,1
DOK4,7570.5,2,2,1
BPIFA3,8483.5,2,2,1
C9orf16,9002.5,2,2,1
EPHB3,7319.5,2,2,1
KRBOX4,8408.5,2,2,1
VWA9,7597.5,2,2,1
DOCK7,6962.5,2,2,1
PTK2B,6899.5,2,2,1
SQLE,6809.5,2,2,1
VIPAS39,7616.5,2,2,1
PSMD4,8305.5,2,2,1
SERINC2,7074.5,2,2,1
TRIM22,7522.5,2,2,1
JADE2,7537.5,2,2,1
PRKAB2,7140.5,2,2,1
CANX,7970.5,2,2,1
ASB11,9016.5,2,2,1
EMCN,9057.5,2,2,1
C11orf80,6837.5,2,2,1
EIF3J,7825.5,2,2,1
PHOX2B,8262.5,2,2,1
MTMR3,7815.5,2,2,2
UXS1,9035.5,2,2,2
FBXO34,8608.5,2,2,2
ZSCAN12,8976.5,2,2,2
OST4,8500.5,2,2,2
SAP30,9069.5,2,2,2
STAT4,9031.5,2,2,2
BAG3,8409.5,2,2,2
CMIP,8744.5,2,2,2
PRR15,9026.5,2,2,2
NHLRC3,8971.5,2,2,2
ZBTB33,7852.5,2,2,2
FAM120A,7444.5,2,2,2
GPR3,7677.5,2,2,2
FOXK1,7728.5,2,2,2
PDE8B,9105.5,2,2,2
QRICH2,9230.5,2,2,2
PTPN11,7858.5,2,2,2
DOCK2,7508.5,2,2,2
CCL14,7516.5,2,2,2
PAK4,8298.5,2,2,2
NDUFA7,9277.5,2,2,2
WDR53,9038.5,2,2,2
CLIC3,8484.5,2,2,2
KIAA0753,8369.0,2,2,2
SMIM12,8139.5,2,2,2
HSD17B4,7059.5,2,2,2
GLRA1,8251.5,2,2,2
MRPL4,7411.5,2,2,2
LOC100133267,8819.5,2,2,2
LDOC1L,9147.5,2,2,2
TAC1,7424.5,2,2,2
RBM22,6899.5,2,2,2
SELT,7585.5,2,2,2
GPR139,9245.5,2,2,2
OR2T3,7900.5,2,2,2
NFATC3,8475.5,2,2,2
ASCC3,7744.5,2,2,2
YY1,7763.5,2,2,2
PLBD1,8161.5,2,2,2
CADM2,8890.5,2,2,2
CNIH4,8299.5,2,2,2
PMM2,8440.5,2,2,2
NPAT,7669.5,2,2,2
NDUFA11,8998.5,2,2,2
POC1B-GALNT4,7391.5,2,2,2
PSG3,6847.0,2,2,2
DNMT1,7352.5,2,2,2
MEGF6,9400.5,2,2,2
GNAQ,8990.5,2,2,2
FNTB,7334.5,2,2,2
USP5,8606.0,2,2,2
CUL5,8263.5,2,2,2
ZZZ3,6859.5,2,2,2
LPL,9403.5,2,2,2
CCDC106,6884.5,2,2,2
OR1N2,7380.5,2,2,2
AKIRIN2,7973.5,2,2,2
SAT2,6856.5,2,2,2
RTN4IP1,6930.5,2,2,2
ANKRD7,9209.5,2,2,3
NCAPD2,8257.5,2,2,3
COTL1,7696.5,2,2,3
FAM25G,8752.5,2,2,3
C17orf53,7040.5,2,2,3
ZC3H4,9204.5,2,2,3
OR10H4,6962.5,2,2,3
EXOSC2,7015.5,2,2,3
SUPT20H,7997.5,2,2,3
TSC22D4,8915.5,2,2,3
GATAD1,9016.5,2,2,3
DERA,7544.5,2,2,3
CNIH1,8234.5,2,2,3
PIK3R4,6954.5,2,2,3
CHEK1,8003.5,2,2,3
BCL9L,7719.5,2,2,3
ITLN1,8746.5,2,2,3
UBALD1,9127.5,2,2,3
RAX2,6894.5,2,2,3
PLD1,8580.5,2,2,3
ZNF260,8888.5,2,2,3
TNS4,8457.5,2,2,3
UBE2O,8712.5,2,2,3
LGALS8,8519.5,2,2,3
ARHGAP11B,7523.5,2,2,3
SLC35E2,8207.5,2,2,3
TRMT6,8286.5,2,2,3
ABCG2,8337.5,2,2,3
OR9A4,7150.5,2,2,3
GTF2A1,8239.5,2,2,3
HERC4,7204.0,2,2,3
DMRTA2,8178.5,2,2,3
SIGLEC15,9244.5,2,2,3
PRKACB,8229.5,2,2,3
TEX35,8864.5,2,2,3
TM7SF3,7402.5,2,2,3
CLNS1A,9313.5,2,2,3
TXN,7921.5,2,2,3
SHB,9420.5,2,2,3
RNF111,8184.5,2,2,3
QARS,8362.5,2,2,3
ORC6,9006.0,2,2,3
RSPH10B,9433.0,2,2,3
PCMTD1,8891.5,2,2,3
C2orf27A,9270.5,2,2,3
TARS2,7714.5,2,2,3
POLR2L,7351.5,2,2,3
PHAX,7588.5,2,2,3
TRIM25,8638.5,2,2,3
FAM8A1,7892.5,2,2,3
SULT1B1,7848.5,2,2,3
DDX11,8125.5,2,2,3
SPTBN4,7014.5,2,2,3
MEIOB,9363.5,2,2,3
ZNF830,8095.5,2,2,3
RNF6,8966.5,2,2,3
GRB7,8926.5,2,2,3
LPXN,7908.5,2,2,3
MRPS15,8264.5,2,2,3
SUPT3H,8871.5,2,2,3
UPF3A,8187.5,2,2,4
GSTO2,6776.5,2,2,4
GREM2,8844.5,2,2,4
CXorf49,7809.5,2,2,4
PANK1,7731.5,2,2,4
PHF5A,8428.5,2,2,4
STIM1,8029.5,2,2,4
CLN3,7900.5,2,2,4
TFPT,9427.0,2,2,4
TMEM115,7542.5,2,2,4
ACACA,7916.5,2,2,4
EFNB2,8590.5,2,2,4
IGBP1,7688.5,2,2,4
RAVER2,8799.5,2,2,4
RBMX,9106.0,2,2,4
ALYREF,7670.5,2,2,4
IMMT,8721.5,2,2,4
ITPK1,8872.5,2,2,4
CENPK,8406.5,2,2,4
MDM4,8687.5,2,2,4
ACER2,6929.0,2,2,4
ANXA6,8400.5,2,2,4
TBR1,8722.5,2,2,4
TAF10,7877.5,2,2,4
SELK,7961.5,2,2,4
PAQR3,7765.5,2,2,4
POLB,8206.5,2,2,4
GOLGA8J,9087.5,2,2,4
G2E3,7650.5,2,2,4
FOCAD,8568.5,2,2,4
PPP3CB,8229.5,2,2,4
OR6V1,8658.5,2,2,4
SLC20A2,7405.5,2,2,4
RRAS2,7996.5,2,2,4
OCA2,7885.5,2,2,4
RAB8B,7583.5,2,2,4
HS3ST2,7184.5,2,2,4
PKDCC,8906.5,2,2,4
OR10J1,9126.5,2,2,4
PTF1A,8817.5,2,2,4
DTX2,8150.5,2,2,4
2023-09-05 00:00:00,9245.5,2,2,4
INO80E,7863.5,2,2,4
GPR62,7704.5,2,2,4
HTR7,8267.5,2,2,4
C12orf76,8772.5,2,2,4
VWF,7314.5,2,2,4
MYBPC1,8553.5,2,2,4
PLA2G4C,8967.5,2,2,4
NOX4,8193.5,2,2,4
ELMO2,7046.5,2,2,4
LOC100507462,7288.5,2,2,4
BUD31,7695.5,2,2,4
NLRC5,7909.5,2,2,4
ZBTB9,8993.5,2,2,4
GJC1,7999.5,2,2,4
HIGD2A,7929.5,2,2,4
SLC35C2,7578.5,2,2,4
KMT2B,7212.5,2,2,4
SPATA33,7212.0,2,2,4
SRPRB,7897.5,2,2,5
TTC12,6978.5,2,2,5
ATP5H,7654.5,2,2,5
NCAPD3,7826.5,2,2,5
FAM49B,8330.5,2,2,5
FAM160A1,8619.5,2,2,5
GART,8136.5,2,2,5
FAM228A,8815.5,2,2,5
RBM6,8122.5,2,2,5
IL1RAP,9212.5,2,2,5
ZNF140,6947.5,2,2,5
CDC25B,8153.5,2,2,5
PRPF8,8654.5,2,2,5
INTS10,8659.5,2,2,5
OTULIN,8975.0,2,2,5
KIF14,7245.5,2,2,5
TRIB1,8052.5,2,2,5
IFITM2,9171.5,2,2,5
SPINK1,6767.5,2,2,5
RPS6KC1,6757.0,2,2,5
HEPH,8709.5,2,2,5
NFIA,8295.5,2,2,5
TUBG1,6833.5,2,2,5
ADGRL1,6999.5,2,2,5
VAV1,7151.5,2,2,5
SS18,7789.5,2,2,5
RHOXF2B,8848.5,2,2,5
PHF19,9178.5,2,2,5
DDX39A,8079.5,2,2,5
TACC2,9199.5,2,2,5
ATXN2L,8842.5,2,2,5
ACSL6,7653.5,2,2,5
GPR174,8897.0,2,2,5
ZNF236,8534.5,2,2,5
MIER3,9157.5,2,2,5
MED4,7727.5,2,2,5
RRM2B,9254.0,2,2,5
PMAIP1,6852.5,2,2,5
MAP3K15,8383.5,2,2,5
SLC35B1,7644.5,2,2,5
CAND1,9016.5,2,2,5
AGAP3,8667.5,2,2,5
NRD1,8200.5,2,2,5
APOL4,8738.5,2,2,5
TBC1D28,7328.5,2,2,5
ZNF354A,7120.5,2,2,5
CD247,7748.5,2,2,5
EHD4,7710.5,2,2,5
PPIL2,7842.5,2,2,5
TFAP2C,7672.5,2,2,5
OR10J3,9125.5,2,2,5
HMX2,8831.0,2,2,5
XPO4,9147.5,2,2,5
CMTR2,8507.5,2,2,5
APLP2,8667.5,2,2,5
POLRMT,6808.5,2,2,5
SMC2,8370.5,2,2,5
SASH1,9003.5,2,2,5
DDB2,8004.5,2,2,5
SLX4,8861.5,2,2,5
INAFM2,7553.5,2,2,6
C17orf47,8403.5,2,2,6
MFAP4,8222.5,2,2,6
TAS2R10,9250.5,2,2,6
MNT,9017.5,2,2,6
LUC7L3,7596.5,2,2,6
NSF,8150.5,2,2,6
SLC26A9,9241.5,2,2,6
C1orf146,8382.5,2,2,6
KNSTRN,9150.5,2,2,6
BRIP1,8283.5,2,2,6
EGFL7,9436.5,2,2,6
CD82,8682.5,2,2,6
OAT,7578.5,2,2,6
ENY2,8586.5,2,2,6
TDGF1,8688.5,2,2,6
DNAJC21,9439.5,2,2,6
ABR,8284.5,2,2,6
NDUFB9,8114.5,2,2,6
MYBPC3,9093.5,2,2,6
ITK,7415.5,2,2,6
COL8A2,8020.5,2,2,6
ZKSCAN8,7752.5,2,2,6
2023-09-07 00:00:00,9342.5,2,2,6
GAGE12I,7241.5,2,2,6
DNAJB6,8217.5,2,2,6
SPANXB1,8923.5,2,2,6
PAX7,9313.5,2,2,6
FAM46A,8769.5,2,2,6
MRPS30,8816.5,2,2,6
LOC653602,8441.5,2,2,6
LRRTM2,9316.5,2,2,6
LCN9,7971.5,2,2,6
TOP2A,7574.5,2,2,6
DEFB132,8923.5,2,2,6
C19orf24,9291.5,2,2,6
DEFB136,9204.5,2,2,6
ARFGEF1,8591.5,2,2,6
CNPY3,8421.5,2,2,6
C1QL4,7929.5,2,2,6
MAGEA4,9392.5,2,2,6
LMBR1,7218.5,2,2,6
GET4,7644.5,2,2,6
MYD88,7212.5,2,2,6
RFC5,7643.5,2,2,6
GOSR2,8545.5,2,2,6
ERGIC3,7994.5,2,2,6
FOXD4L1,9398.5,2,2,6
DDIT3,7630.5,2,2,6
MDH1,8740.5,2,2,6
PURB,9383.5,2,2,6
OR5D14,7272.0,2,2,6
GCDH,8865.5,2,2,6
NT5DC3,8156.5,2,2,6
LCE1D,8386.5,2,2,6
MBD3L1,9132.5,2,2,6
TNRC6A,9217.5,2,2,6
INTS12,8248.5,2,2,6
MANF,7706.5,2,2,6
MUC6,7709.5,2,2,6
ERAS,6834.5,2,2,7
GAPDHS,7891.5,2,2,7
STRADA,8015.5,2,2,7
ANP32B,8307.5,2,2,7
ZNF85,7405.5,2,2,7
NAA50,7580.5,2,2,7
TRIP4,9375.5,2,2,7
SUCO,8071.5,2,2,7
AHCY,7687.5,2,2,7
TMC5,8126.5,2,2,7
PARD3B,9344.0,2,2,7
ZNF217,7788.5,2,2,7
EAF1,9283.5,2,2,7
ILKAP,8432.0,2,2,7
SPINK8,9388.0,2,2,7
POU1F1,9142.5,2,2,7
MEIS2,7452.5,2,2,7
GALNT13,7950.5,2,2,7
TMEM161A,8509.5,2,2,7
FAM157A,7721.5,2,2,7
ZBTB48,8308.5,2,2,7
SEMA4A,9274.0,2,2,7
SCFD1,7673.5,2,2,7
PDZK1IP1,8090.5,2,2,7
DCK,8081.5,2,2,7
PIP5K1A,7867.5,2,2,7
SNAPIN,6835.5,2,2,7
USP22,7739.5,2,2,7
RIMBP3B,8847.5,2,2,7
SAGE1,8824.5,2,2,7
EXOC5,9226.5,2,2,7
TMC2,8159.5,2,2,7
TRO,8341.0,2,2,7
PITHD1,9268.5,2,2,7
GPSM3,8027.5,2,2,7
ADH1A,8014.5,2,2,7
FKBP8,9195.5,2,2,7
FAM166B,7328.5,2,2,7
NPC1,9077.0,2,2,7
ADM5,7180.5,2,2,7
CSF2RB,9279.0,2,2,7
PLCG1,7127.5,2,2,7
C2CD4D,7371.5,2,2,7
CAB39,7205.5,2,2,7
P4HB,8765.5,2,2,7
PSMD10,8376.5,2,2,7
GAL3ST2,7817.5,2,2,7
LRP10,7225.5,2,2,7
C7orf43,6863.5,2,2,7
LPAR6,9287.5,2,2,7
DCUN1D2,9340.5,2,2,7
DCAF8L1,7947.5,2,2,7
MYO9B,7703.5,2,2,7
MSX2,8747.0,2,2,7
NUFIP2,7221.5,2,2,7
CLUH,7343.5,2,2,7
PITPNM2,8164.5,2,2,7
CXXC4,8386.5,2,2,7
FAM20B,9019.5,2,2,7
ALG14,8450.5,2,2,7
SH2D6,8499.5,2,2,8
ERGIC2,7288.5,2,2,8
MCMBP,7445.5,2,2,8
AJAP1,7207.5,2,2,8
ZNF428,8098.5,2,2,8
EIF4EBP3,8597.5,2,2,8
RCOR1,8088.5,2,2,8
TMEM231,8094.5,2,2,8
C12orf73,8982.5,2,2,8
BTBD9,9005.5,2,2,8
PHB,7670.5,2,2,8
C9orf41,8471.5,2,2,8
ZRSR2,7903.5,2,2,8
POLQ,9119.5,2,2,8
TAOK3,7951.5,2,2,8
ZFC3H1,7929.5,2,2,8
ME2,9410.5,2,2,8
C14orf132,7740.5,2,2,8
DENND5A,7482.5,2,2,8
KPNB1,8771.0,2,2,8
TWF1,8267.5,2,2,8
BPTF,7482.5,2,2,8
WDR82,7702.5,2,2,8
CTNNBIP1,9245.5,2,2,8
PIK3CG,6978.5,2,2,8
PTGER4,7964.5,2,2,8
NELFE,8357.5,2,2,8
OMG,9379.5,2,2,8
LAMP3,6935.5,2,2,8
TMEM201,8858.5,2,2,8
SAE1,8131.5,2,2,8
FAM111A,9306.0,2,2,8
AMY1A,7682.5,2,2,8
SAMD5,7118.0,2,2,8
CRIP2,9287.5,2,2,8
SCAF4,8125.0,2,2,8
OR13H1,8918.5,2,2,8
